name,syd_n_de_dossier_cegid,syd_naf,syd_forme_juridique_sirene,syd_activite,syd_premiere_date_de_signature,syd_total_salaries,accountid,naf_officiel,activite_differe
LAFUIE LAURENT BOUCHARD EMILIE,01409,1071C,IND,,2003-04-16,0,A0F7EF59-B4E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
ETS TERNIL,01411,1610A,EURL,,2003-04-11,0,5A73EC65-B4E7-EB11-BACB-0022489B9F4E,"Sciage et rabotage du bois, hors imprégnation",True
ULYSSE,01413,NAN,SCI,,2003-05-20,0,71CBE46B-B4E7-EB11-BACB-0022489B9F4E,,True
VERCELLETTO SAMY ,01416,4399C,IND,,2003-04-25,0,C31BDD71-B4E7-EB11-BACB-0022489B9F4E,Travaux de maçonnerie générale et gros œuvre de bâtiment,True
BAUNEZ ,01417,3109B,IND,,2003-05-13,0,691DDD71-B4E7-EB11-BACB-0022489B9F4E,Fabrication d’autres meubles et industries connexes de l’ameublement,True
POVERT,01418,4329A,EURL,,2003-05-05,0,5F69D577-B4E7-EB11-BACB-0022489B9F4E,Travaux d'isolation,True
ARNAGE CARROSSERIE,01426,NAN,EURL,,2003-07-01,0,16BBCD7D-B4E7-EB11-BACB-0022489B9F4E,,True
PRE-VENANCE,01427,6420Z,EURL,,2003-06-23,0,066BC883-B4E7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
OCD,01438,2562B,SARL,,2003-07-08,0,44DABA95-B4E7-EB11-BACB-0022489B9F4E,Mécanique industrielle,True
NEELSON ACCOMPAGNEMENT,01439,8230Z,EURL,,2003-08-19,0,5923B39B-B4E7-EB11-BACB-0022489B9F4E,"Organisation de foires, salons professionnels et congrès",True
SOCAUTO,01442,4520A,SARL,GARAGISTE                                                                                           ,2003-09-10,2,6A6DABA1-B4E7-EB11-BACB-0022489B9F4E,Entretien et réparation de véhicules automobiles légers,True
RENOU MARYSE ,01463,NAN,DIV,,2003-10-14,0,10D759AF-B4E7-EB11-BACB-0022489B9F4E,,True
FREMONT PHILIPPE,01469,4391B,EURL,,2003-11-01,0,4DB958BB-B4E7-EB11-BACB-0022489B9F4E,Travaux de couverture par éléments,True
SOULARD ,01475,7022Z,IND,,2003-12-04,0,5DB958BB-B4E7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
RODOLFI ,01477,8130Z,IND,,2003-11-17,0,62C377C3-B4E7-EB11-BACB-0022489B9F4E,Services d'aménagement paysager ,True
CHALOPIN ,01499,NAN,IND,,2004-02-04,0,660A9FEA-B4E7-EB11-BACB-0022489B9F4E,,True
LECLAIR ,01513,4619B,IND,,2004-02-12,0,B05497F0-B4E7-EB11-BACB-0022489B9F4E,Autres intermédiaires du commerce en produits divers,True
ATELIER DASSE.COM,01517,7111Z,EURL,Activités d'architecture,2004-02-24,1,406194F6-B4E7-EB11-BACB-0022489B9F4E,Activités d'architecture ,True
DAPHIPA,01520,6820B,SCI,,2004-03-16,0,A10B8FFC-B4E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
ACC MARKETING,01522,6420Z,SARL,,2004-06-10,0,FF0C8FFC-B4E7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
HOLDING LELIEVRE,01548,6420Z,SARL,,2004-05-17,0,0EE86720-B5E7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
ROCHEFORT MENUISERIE AGENCEMENT,01554,4332A,SARL,,2004-06-21,0,5D3E5D2C-B5E7-EB11-BACB-0022489B9F4E,Travaux de menuiserie bois et PVC,True
SERVICE IMPRESSION CONTINU,01574,1812Z,EURL,,2004-08-09,0,FD735144-B5E7-EB11-BACB-0022489B9F4E,Autre imprimerie (labeur),True
A FUNTANELLA,01582,4729Z,SARL,,2004-10-19,0,EB1E4C4A-B5E7-EB11-BACB-0022489B9F4E,Autres commerces de détail alimentaires en magasin spécialisé ,True
LAUKARSYL,01590,7022Z,SCI,,2004-10-04,0,FA8E4B50-B5E7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
PISCINEVA,01594,4399D,SARL,,2004-12-07,0,D4875456-B5E7-EB11-BACB-0022489B9F4E,Autres travaux spécialisés de construction,True
ALEXANDRE MICHEL,01596,5621Z,IND,,2004-10-13,0,3E97515C-B5E7-EB11-BACB-0022489B9F4E,Services des traiteurs ,True
LES AMIS DE L'HERBERIE,01597,NAN,SAS,,2004-10-14,0,5897515C-B5E7-EB11-BACB-0022489B9F4E,,True
CONTAINER CENTRALEN A/S,01608,518M,SARL,,,0,65EC4668-B5E7-EB11-BACB-0022489B9F4E,,True
SORIN CONSTRUCTIONS,01613,4120B,SAS,,2005-01-20,0,7A423C74-B5E7-EB11-BACB-0022489B9F4E,Construction d'autres bâtiments,True
TENNESSEE,01616,5610A,SARL,,2004-12-28,0,FD51397A-B5E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
THN 1,01617,6820B,SCI,,2004-12-31,0,D6993180-B5E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
A VOTRE OEIL,01622,4778A,EURL,,2005-03-11,0,169B3180-B5E7-EB11-BACB-0022489B9F4E,Commerces de détail d'optique,True
FAVRE D'ANNE,01624,5610A,SARL,,2006-01-20,0,55452C86-B5E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
PORT GOGANE,01625,5610A,EURL,,2006-03-20,0,E68C248C-B5E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
CHAMPS DE VISIONS,01643,1813Z,SARL,,2005-01-24,0,43D51C92-B5E7-EB11-BACB-0022489B9F4E,Activités de pré-presse ,True
GP AUTOMATION,01676,3320C,EURL,,,0,96190EB0-B5E7-EB11-BACB-0022489B9F4E,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels ,True
CHOLET OUEST AUTOMOBILES,01691,4520A,SARL,,2006-03-13,0,DFC408B6-B5E7-EB11-BACB-0022489B9F4E,Entretien et réparation de véhicules automobiles légers,True
VILLECHIEN,01696,6622Z,IND,,2005-06-10,0,030D01BC-B5E7-EB11-BACB-0022489B9F4E,Activités des agents et courtiers d'assurances,True
CHARIF ,01698,4331Z,IND,,2005-04-01,0,690E01BC-B5E7-EB11-BACB-0022489B9F4E,Travaux de plâtrerie,True
VINS PLAISIRS,01699,5610A,SARL,,2005-01-27,0,5356F9C1-B5E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
CERINI,01700,6820B,SCI,,2005-01-27,0,C19EF1C7-B5E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
LIGERIENNE AUTOS,01703,4520A,EURL,,2005-04-01,0,54A0F1C7-B5E7-EB11-BACB-0022489B9F4E,Entretien et réparation de véhicules automobiles légers,True
CATELIN LOGI-FERT,01713,4611Z,SARL,,2005-03-11,0,7B92E4D3-B5E7-EB11-BACB-0022489B9F4E,"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis",True
CHANDELYS,01721,4776Z,EURL,,2005-06-27,0,2A94E4D3-B5E7-EB11-BACB-0022489B9F4E,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
DU 17 AOUT,01724,702C,SCI,,,0,2AA1E1D9-B5E7-EB11-BACB-0022489B9F4E,,True
DU BOIS CHAUDEAU,01725,6820A,SCI,,2005-03-04,0,BBADDEDF-B5E7-EB11-BACB-0022489B9F4E,Location de logements,True
GAPAILLARD,01732,9602A,IND,,2005-04-11,0,B33FCFEB-B5E7-EB11-BACB-0022489B9F4E,Coiffure,True
DES MESANGES,01742,6820A,SCI,,2005-03-31,0,E441CFEB-B5E7-EB11-BACB-0022489B9F4E,Location de logements,True
JAGUELIN PONCET,01745,8219Z,SCM,,2005-06-30,0,1989C7F1-B5E7-EB11-BACB-0022489B9F4E,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",True
EXPO AUTOMOBILES,01755,501Z,SARL,,2005-07-21,0,6E1AB8FD-B5E7-EB11-BACB-0022489B9F4E,,True
ADOLUCAS,01756,553B,EURL,,2005-04-14,0,2A1CB8FD-B5E7-EB11-BACB-0022489B9F4E,,True
DILE ,01757,4331Z,EIRL,,2005-05-24,0,DCC5B203-B6E7-EB11-BACB-0022489B9F4E,Travaux de plâtrerie,True
LE MANS TELEVISION,01759,NAN,SAS,,2005-04-19,0,8D0DAB09-B6E7-EB11-BACB-0022489B9F4E,,True
BORDEAU,01770,6622Z,IND,,2005-04-27,0,7865A015-B6E7-EB11-BACB-0022489B9F4E,Activités des agents et courtiers d'assurances,True
CHABLE SCI,01782,NAN,SCI,,2005-05-10,0,FFAF981B-B6E7-EB11-BACB-0022489B9F4E,,True
DELETRE ET FILS,01791,4520A,SA,,2005-10-26,0,DE1C9821-B6E7-EB11-BACB-0022489B9F4E,Entretien et réparation de véhicules automobiles légers,True
BELLOEUVRE ,01797,4781Z,IND,,2005-06-13,0,931F9821-B6E7-EB11-BACB-0022489B9F4E,Commerce de détail alimentaire sur éventaires et marchés,True
LA PANIERE,01806,1071B,EURL,,2005-09-19,0,93AF882D-B6E7-EB11-BACB-0022489B9F4E,Cuisson de produits de boulangerie,True
MARQUET ,01807,930D,IND,,,0,79818A33-B6E7-EB11-BACB-0022489B9F4E,,True
RENAULT,01812,8130Z,IND,,2005-09-16,0,3E747D3F-B6E7-EB11-BACB-0022489B9F4E,Services d'aménagement paysager ,True
LES KORRIGANS,01813,6820B,SCI,,2005-08-30,0,36767D3F-B6E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
PAPILLON MIGNON ,01814,6820B,SCI,,2006-03-31,0,50207845-B6E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
TECHNI-SERVICES,01825,NAN,EURL,,,0,FF69704B-B6E7-EB11-BACB-0022489B9F4E,,True
LE MONDE DE BEBE,01831,5222Z,EURL,,2006-02-03,0,B1B26851-B6E7-EB11-BACB-0022489B9F4E,Services auxiliaires des transports par eau,True
MCF,01832,6430Z,SARL,,2005-10-04,0,115D6357-B6E7-EB11-BACB-0022489B9F4E,Fonds de placement et entités financières similaires,True
JOJO,01835,6820A,SCI,,2005-08-24,0,AB69605D-B6E7-EB11-BACB-0022489B9F4E,Location de logements,True
LAMI ASSOCIATION,01839,NAN,ASS,,2005-08-29,0,B1B35863-B6E7-EB11-BACB-0022489B9F4E,,True
MDN NEGOCE 49,01842,501Z,SARL,,,0,21C15569-B6E7-EB11-BACB-0022489B9F4E,,True
CARRE LEFEVBRE CLAIRE,01847,1071B,IND,,,0,E2B44875-B6E7-EB11-BACB-0022489B9F4E,Cuisson de produits de boulangerie,True
BRACH ,01848,521C,IND,,,0,D0FC407B-B6E7-EB11-BACB-0022489B9F4E,,True
PONTEVES & CLASS AUTOMOBILES,01850,501Z,SA,,,0,C80A3E81-B6E7-EB11-BACB-0022489B9F4E,,True
RUIZ DAINVAUX,01858,9602B,SARL,,2005-10-21,0,2D2D1F99-B6E7-EB11-BACB-0022489B9F4E,Soins de beauté,True
ANSORA,01877,5610A,SARL,,,0,CC2402B7-B6E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
TOUIN,01882,NAN,SARL,,,0,E86DFABC-B6E7-EB11-BACB-0022489B9F4E,,True
HOLDING TOUIN,01883,NAN,SARL,,,0,62B5F2C2-B6E7-EB11-BACB-0022489B9F4E,,True
GASTE,01886,1013B,IND,,2005-11-30,0,5000EBC8-B6E7-EB11-BACB-0022489B9F4E,Charcuterie,True
N.I.A.,01887,NAN,EURL,,,0,9101EBC8-B6E7-EB11-BACB-0022489B9F4E,,True
MANUEL PARENT COURTAGE,01898,6619B,SAS,,2005-12-15,0,C753E8E6-B6E7-EB11-BACB-0022489B9F4E,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",True
JEAN CHARLES ROCHER ,01899,4777Z,SARL,,,0,3455E8E6-B6E7-EB11-BACB-0022489B9F4E,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,True
LYDIE ET MICHEL PROUTIERE,01902,4725Z,EURL,,2006-08-16,0,435DEEF2-B6E7-EB11-BACB-0022489B9F4E,Commerce de détail de boissons en magasin spécialisé,True
SCANCA,01904,201A,SARL,,,0,EC08E9F8-B6E7-EB11-BACB-0022489B9F4E,,True
BELLOEUVRE RECEPTIONS,01910,151F,SARL,,,0,6BB6E3FE-B6E7-EB11-BACB-0022489B9F4E,,True
OCEWANDIS,01914,4711B,SARL,,2006-02-09,0,DBA8D60A-B7E7-EB11-BACB-0022489B9F4E,Commerce d'alimentation générale,True
MENUISERIE BUSSON ,01915,4332A,EURL,,2006-02-15,0,A3F1CE10-B7E7-EB11-BACB-0022489B9F4E,Travaux de menuiserie bois et PVC,True
BOULEAU ,01917,8690E,IND,,2005-12-07,0,559DC916-B7E7-EB11-BACB-0022489B9F4E,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
BROSSAIS VINCENT ,01919,NAN,IND,,,0,8BE6C11C-B7E7-EB11-BACB-0022489B9F4E,,True
CHATEAU DE MONTRIOU ,01921,5520Z,EURL,,2006-01-12,0,7B9DB928-B7E7-EB11-BACB-0022489B9F4E,Hébergement touristique et autre hébergement de courte durée ,True
GALVANOTEC,01933,2561Z,SARL,,2006-01-02,0,7EF79E46-B7E7-EB11-BACB-0022489B9F4E,Traitement et revêtement des métaux,True
GNIMO INFORMATIQUE,01937,725Z,EURL,,,0,8AF99E46-B7E7-EB11-BACB-0022489B9F4E,,True
LE POCREAU ,01941,4619B,DIV,,2005-12-22,0,998A8F52-B7E7-EB11-BACB-0022489B9F4E,Autres intermédiaires du commerce en produits divers,True
NOUVELLE ENERGIE ANGEVINE,01944,515J,SARL,,,0,021D805E-B7E7-EB11-BACB-0022489B9F4E,,True
APILAC DISTRIBUTION,01951,4643Z,EURL,,2006-04-24,0,F5647864-B7E7-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) d'appareils électroménagers,True
FAVREAU JEAN FRANCOIS,01957,NAN,SARL,,,0,92517476-B7E7-EB11-BACB-0022489B9F4E,,True
ROUSSE MICHEL,01964,6820B,SAS,,2006-03-17,0,2D9A6C7C-B7E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
QUAI DES CARMES,01966,6820B,SCI,,2006-01-16,0,7B446782-B7E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
FOURNIER PATRICIA ,01979,NAN,IND,,,0,6A475794-B7E7-EB11-BACB-0022489B9F4E,,True
COULEURS PAYSAGES SERVICES,01983,9609Z,EURL,,2007-01-04,0,A1F3519A-B7E7-EB11-BACB-0022489B9F4E,Autres services personnels n.c.a.,True
BEUDARD,01984,NAN,IND,,,0,E86251A0-B7E7-EB11-BACB-0022489B9F4E,,True
LE COMPTOIR DU PATRIMOINE,01989,6622Z,SAS,,2006-03-06,0,0F5744AC-B7E7-EB11-BACB-0022489B9F4E,Activités des agents et courtiers d'assurances,True
I.T.B.INVESTISSEMENTS DES,01990,4321A,SARL,,2006-02-08,0,FE9E3CB2-B7E7-EB11-BACB-0022489B9F4E,Travaux d'installation électrique dans tous locaux,True
VALLEE CARROSSERIE,01992,NAN,SARL,,,0,8F4937B8-B7E7-EB11-BACB-0022489B9F4E,,True
PERRIER ANNIE ,01996,NAN,IND,,,0,52022FC4-B7E7-EB11-BACB-0022489B9F4E,,True
PERRIER DIDIER ,01997,NAN,IND,,,0,17042FC4-B7E7-EB11-BACB-0022489B9F4E,,True
MANIE,02001,NAN,SARL,,,0,655924D0-B7E7-EB11-BACB-0022489B9F4E,,True
ECTIA,02006,6201Z,SARL,,,0,8D1F19E2-B7E7-EB11-BACB-0022489B9F4E,Programmation informatique,True
AUDIAU MONEUSE ,02007,853J,SARL,,,0,5B6711E8-B7E7-EB11-BACB-0022489B9F4E,,True
LES HAIES,02010,6820B,SCI,,2006-02-22,0,15B109EE-B7E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
LALLOUETTE,02012,4312A,SARL,,,0,AEFA01F4-B7E7-EB11-BACB-0022489B9F4E,Travaux de terrassement courants et travaux préparatoires,True
SCI DEMAY,02020,NAN,SCI,,,0,4A5DF405-B8E7-EB11-BACB-0022489B9F4E,,True
EMMANUEL CRAHAIX ,02022,NAN,IND,,,0,115EF405-B8E7-EB11-BACB-0022489B9F4E,,True
MILON,02033,NAN,SARL,,,0,7403E823-B8E7-EB11-BACB-0022489B9F4E,,True
MARTIN ,02037,NAN,IND,,2006-03-14,0,94F7DA2F-B8E7-EB11-BACB-0022489B9F4E,,True
MESCHINE ,02043,851G,IND,,,0,94550536-B8E7-EB11-BACB-0022489B9F4E,,True
MAINETTI,02050,NAN,SARL,,,0,0DE4F541-B8E7-EB11-BACB-0022489B9F4E,,True
SOCCIA,02051,702C,SCI,,,0,98E5F541-B8E7-EB11-BACB-0022489B9F4E,,True
JACARANDA ,02052,NAN,SARL,,,0,B88FF047-B8E7-EB11-BACB-0022489B9F4E,,True
JOLYCANDE ,02055,6820B,SCI,,2006-03-20,0,D9D8E84D-B8E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
DAVIS-HARPIN,02057,6820B,SCI,,2006-04-17,0,ABA80954-B8E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
ACTUAL RESEAU,02060,741J,SARL,,,0,5CAA0954-B8E7-EB11-BACB-0022489B9F4E,,True
AUCHADE,02071,6831Z,SARL,,2006-05-05,0,A1F4F16B-B8E7-EB11-BACB-0022489B9F4E,Agences immobilières,True
LOPEZ,02074,5610C,IND,,2006-05-16,0,E3EDFA71-B8E7-EB11-BACB-0022489B9F4E,Restauration de type rapide,True
DAY DREAM ,02078,748J,EURL,,,0,5F42F07D-B8E7-EB11-BACB-0022489B9F4E,,True
CORDIER THIERRY,02080,NAN,EURL,,,0,58EDEA83-B8E7-EB11-BACB-0022489B9F4E,,True
ROGER,02081,NAN,SARL,,,0,98EDEA83-B8E7-EB11-BACB-0022489B9F4E,,True
GAUTER ,02083,4321A,IND,,2006-04-28,0,8F834E8A-B8E7-EB11-BACB-0022489B9F4E,Travaux d'installation électrique dans tous locaux,True
GUILLET ,02085,NAN,IND,,,0,F2123F96-B8E7-EB11-BACB-0022489B9F4E,,True
HAURET,02088,0121Z,IND,,2006-05-29,0,0FA42FA2-B8E7-EB11-BACB-0022489B9F4E,Culture de la vigne,True
FLAVANJOU ORGANIC,02089,2053Z,SARL,,2007-03-28,0,87A52FA2-B8E7-EB11-BACB-0022489B9F4E,Fabrication d'huiles essentielles,True
SAVARIN,02092,NAN,SARL,,,0,7B9722AE-B8E7-EB11-BACB-0022489B9F4E,,True
VIGNOBLE RAHARD,02095,NAN,GAEC,,,0,A39822AE-B8E7-EB11-BACB-0022489B9F4E,,True
BRIANT JEAN FRANÇOIS,02098,NAN,EURL,,,0,C6A61FB4-B8E7-EB11-BACB-0022489B9F4E,,True
TOROMANOFF ERIC ,02107,158B,IND,,,0,6F3A00D2-B8E7-EB11-BACB-0022489B9F4E,,True
SARL CAT,02108,NAN,SARL,,,0,EA80F8D7-B8E7-EB11-BACB-0022489B9F4E,,True
SARL ADAM,02109,NAN,SARL,,,0,1482F8D7-B8E7-EB11-BACB-0022489B9F4E,,True
MOYSE ,02113,454C,IND,,2006-08-18,0,9412E9E3-B8E7-EB11-BACB-0022489B9F4E,,True
COUDREUSE ,02119,9602A,EURL,,2006-12-04,0,E1B1D6F5-B8E7-EB11-BACB-0022489B9F4E,Coiffure,True
DEFI LOIR,02127,7112B,EURL,,2006-09-25,0,8C85D8FB-B8E7-EB11-BACB-0022489B9F4E,"Ingénierie, études techniques",True
LIOPE ,02138,511R,IND,,,0,DA1DCF13-B9E7-EB11-BACB-0022489B9F4E,,True
DESLANDES ,02139,6831Z,IND,,2006-12-06,0,D672561A-B9E7-EB11-BACB-0022489B9F4E,Agences immobilières,True
STAM,02150,702C,SCI,,,0,1A19442C-B9E7-EB11-BACB-0022489B9F4E,,True
BONORA FRÉDÉRIC,02153,NAN,SARL,,,0,1C364132-B9E7-EB11-BACB-0022489B9F4E,,True
BABIN PHILIPPE ,02155,4399C,SARL,,2006-06-30,0,95853938-B9E7-EB11-BACB-0022489B9F4E,Travaux de maçonnerie générale et gros œuvre de bâtiment,True
MALICANE,02157,NAN,SARL,,,0,22873938-B9E7-EB11-BACB-0022489B9F4E,,True
CAILLEAU EMMANUEL,02158,1071C,IND,,2007-11-22,0,9A97363E-B9E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
GIRAUD ERIC ,02167,1071C,IND,,,0,8E8F3250-B9E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
DISTRIMAT'ECO,02170,515F,SARL,,2006-07-11,0,DC3C2D56-B9E7-EB11-BACB-0022489B9F4E,,True
LA FERME DU LAYON,02175,012A,GAEC,,,0,0A332062-B9E7-EB11-BACB-0022489B9F4E,,True
DES MARINES,02176,6820B,SCI,,2006-07-18,0,85342062-B9E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
B & A COMMUNICATION,02190,744B,SARL,,,0,0E700B74-B9E7-EB11-BACB-0022489B9F4E,,True
ADEVIMM,02198,4110C,SARL,,2006-10-05,0,7967FE7F-B9E7-EB11-BACB-0022489B9F4E,Promotion immobilière d'autres bâtiments,True
PROGECOM,02199,7022Z,SARL,,2006-10-05,0,140FF985-B9E7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
SCCV LES MAILLETS,02200,6820B,SC,,2006-10-05,0,CB10F985-B9E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
BATICOLOR ,02202,4399C,SARL,,2006-11-17,0,3B80F88B-B9E7-EB11-BACB-0022489B9F4E,Travaux de maçonnerie générale et gros œuvre de bâtiment,True
LETHIELLEUX ,02208,4322A,SARL,,2006-10-25,0,C915E997-B9E7-EB11-BACB-0022489B9F4E,Travaux d'installation d'eau et de gaz en tous locaux,True
FONTAINE JEAN PIERRE ,02209,453E,IND,,,0,80C1E39D-B9E7-EB11-BACB-0022489B9F4E,,True
THOMAS VINCENT,02210,NAN,SARL,,,0,A8C2E39D-B9E7-EB11-BACB-0022489B9F4E,,True
RICHARD CORINNE ,02211,NAN,IND,,,0,2C6DDEA3-B9E7-EB11-BACB-0022489B9F4E,,True
RATRANSLATIONS,02214,748F,SARL,,,0,6D6DDEA3-B9E7-EB11-BACB-0022489B9F4E,,True
FERON MARJORIE ,02242,NAN,IND,,,0,8C34E7DD-B9E7-EB11-BACB-0022489B9F4E,,True
NOUVELLE ENERGIE ILLE ET VILAINE,02244,524N,SARL,,,0,DC2E0FE4-B9E7-EB11-BACB-0022489B9F4E,,True
AUTO SERVICE EVOLUTION,02247,NAN,SARL,,,0,A4E93BEA-B9E7-EB11-BACB-0022489B9F4E,,True
MICHON OUVRARD ,02248,5610A,IND,,2007-01-19,0,B7F638F0-B9E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
ANJOU VENDEE SERVICES,02253,4941A,SARL,,,0,B8AF4FFC-B9E7-EB11-BACB-0022489B9F4E,Transports routiers de fret interurbains,True
LANDAIS SYLVAIN ,02261,5610A,IND,,,0,6BFBAA0E-BAE7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
ARSLAN ,02262,NAN,SARL,,,0,79FBAA0E-BAE7-EB11-BACB-0022489B9F4E,,True
AMGE,02265,NAN,SCI,,,0,A0BEE215-BAE7-EB11-BACB-0022489B9F4E,,True
CDLS,02268,7021Z,SCI,,2007-01-02,0,1D3B3C22-BAE7-EB11-BACB-0022489B9F4E,Conseil en relations publiques et communication,True
VEZIN ,02284,014B,IND,,,0,1596BC48-BAE7-EB11-BACB-0022489B9F4E,,True
CAILLEAU,02288,8130Z,IND,Services d'aménagement paysager,2007-01-22,0,8EDDD34E-BAE7-EB11-BACB-0022489B9F4E,Services d'aménagement paysager ,True
BARCQUE ALAIN ,02295,NAN,IND,,,0,36CB265D-BAE7-EB11-BACB-0022489B9F4E,,True
L'AGENCE,02299,7010Z,SARL,,2007-01-04,0,D3762163-BAE7-EB11-BACB-0022489B9F4E,Activités des sièges sociaux,True
NOEL JÉRÔME ,02301,453A,IND,,,0,AA946F69-BAE7-EB11-BACB-0022489B9F4E,,True
BOUYER JÉRÔME ,02308,NAN,IND,,,0,87519C6F-BAE7-EB11-BACB-0022489B9F4E,,True
PIERRET/AUROY,02311,NAN,SARL,,,0,07619975-BAE7-EB11-BACB-0022489B9F4E,,True
LE SABLON,02316,702C,SCI,,,0,98278E87-BAE7-EB11-BACB-0022489B9F4E,,True
ALPHA CHARTRES,02320,7729Z,SARL,,2006-12-18,0,ACDAA493-BAE7-EB11-BACB-0022489B9F4E,Location et location-bail d'autres biens personnels et domestiques,True
CREA V.A.,02321,366E,SARL,,,0,C0DAA493-BAE7-EB11-BACB-0022489B9F4E,,True
LE MOBILIER DESIGN GUENEAU,02322,3109B,SARL,,2006-12-19,0,62D3CC99-BAE7-EB11-BACB-0022489B9F4E,Fabrication d’autres meubles et industries connexes de l’ameublement,True
LC LAROCHE,02331,4762Z,EURL,,2007-05-03,0,97830BAC-BAE7-EB11-BACB-0022489B9F4E,Commerce de détail de journaux et papeterie en magasin spécialisé,True
RICHARD,02334,NAN,SARL,,,0,16BEE5B8-BAE7-EB11-BACB-0022489B9F4E,,True
VIE FRERES,02336,9529Z,SARL,,2007-06-12,0,AA06DEBE-BAE7-EB11-BACB-0022489B9F4E,Réparation d'autres biens personnels et domestiques,True
PRESSING DU LION,02337,930B,SARL,,,0,19F7A0C5-BAE7-EB11-BACB-0022489B9F4E,,True
DELAMARRE MENUISERIE SERRURERIE,02338,4332A,EURL,,2007-02-13,0,2DF7A0C5-BAE7-EB11-BACB-0022489B9F4E,Travaux de menuiserie bois et PVC,True
LAPIE,02342,8690E,IND,,2007-02-08,0,B78DA7CB-BAE7-EB11-BACB-0022489B9F4E,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
COULON ,02343,544B,IND,,,0,E524AED1-BAE7-EB11-BACB-0022489B9F4E,,True
ROUTHIAU ,02350,NAN,IND,,,0,3956D4D9-BAE7-EB11-BACB-0022489B9F4E,,True
RUE DU PARADIS,02351,4759B,SARL,,2007-04-17,0,271220E0-BAE7-EB11-BACB-0022489B9F4E,Commerce de détail d'autres équipements du foyer,True
ALPHA IMMOBILIER ,02360,6810Z,SARL,,2007-02-07,0,597512F2-BAE7-EB11-BACB-0022489B9F4E,Activités des marchands de biens immobiliers,True
CLUB SERVICES,02362,4743Z,SARL,,2007-03-15,0,A07512F2-BAE7-EB11-BACB-0022489B9F4E,Commerce de détail de matériels audio et vidéo en magasin spécialisé,True
LES COULEURS PAYSAGES,02368,8130Z,EURL,,2007-02-05,0,EF2867FE-BAE7-EB11-BACB-0022489B9F4E,Services d'aménagement paysager ,True
CARROGET GAUTIER,02369,NAN,SELARL,,,0,49AD5F04-BBE7-EB11-BACB-0022489B9F4E,,True
GROUPE DISTRIBUTION HABITAT,02373,4752A,EURL,,2007-02-15,0,59F7570A-BBE7-EB11-BACB-0022489B9F4E,"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m2)",True
AGRICONCEPT,02374,0147Z,EURL,,2007-04-17,0,A4F8570A-BBE7-EB11-BACB-0022489B9F4E,Élevage de volailles,True
YVES GUERIN,02380,4120A,SARL,,2007-03-27,0,03555010-BBE7-EB11-BACB-0022489B9F4E,Construction de maisons individuelles,True
